id,product_id,size,color,price_adjustment,sku
131,41,S,Beige,2.5,SKU41SB
132,41,XS,Rojo,8.27,SKU41XSR
133,42,XL,Negro,6.06,SKU42XLN
134,42,XL,Verde,25.65,SKU42XLV
135,42,M,Azul,21.19,SKU42MA
136,42,XS,Azul,34.2,SKU42XSA
137,42,S,Verde,-6.2,SKU42SV
138,43,XS,Marrón,16.74,SKU43XSM
139,43,XS,Gris,14.75,SKU43XSG
140,43,XL,Rojo,-8.56,SKU43XLR
141,44,S,Azul,-5.14,SKU44SA
142,44,XL,Beige,10.64,SKU44XLB
143,44,L,Gris,20.51,SKU44LG
144,44,M,Rojo,36.36,SKU44MR
145,44,XS,Negro,11.9,SKU44XSN
146,45,L,Beige,-16.18,SKU45LB
147,45,S,Rojo,-14.98,SKU45SR
148,45,S,Beige,42.64,SKU45SB
149,46,XL,Azul,31.17,SKU46XLA
150,46,S,Rojo,-8.21,SKU46SR
151,46,XL,Marrón,-18.81,SKU46XLM
152,46,S,Gris,27.49,SKU46SG
153,47,L,Rojo,-4.46,SKU47LR
154,47,XS,Azul,-14.94,SKU47XSA
155,47,XL,Beige,15.55,SKU47XLB
156,47,L,Azul,7.59,SKU47LA
157,47,XS,Gris,-17.52,SKU47XSG
158,48,L,Rojo,-16.7,SKU48LR
159,48,L,Verde,-1.18,SKU48LV
160,48,XL,Rojo,9.69,SKU48XLR
161,48,M,Marrón,7.56,SKU48MM
162,48,S,Negro,14.37,SKU48SN
163,49,XS,Negro,26.15,SKU49XSN
164,49,M,Verde,14.57,SKU49MV
165,50,S,Negro,41.3,SKU50SN
166,50,S,Azul,29.23,SKU50SA
167,50,XS,Marrón,8.2,SKU50XSM
168,50,L,Rojo,-5.72,SKU50LR
169,51,L,Verde,-4.17,SKU51LV
170,51,S,Marrón,15.31,SKU51SM
171,52,S,Beige,-7.18,SKU52SB
172,52,XS,Verde,10.59,SKU52XSV
173,52,L,Rojo,35.53,SKU52LR
174,52,S,Negro,24.89,SKU52SN
175,53,L,Beige,31.83,SKU53LB
176,53,L,Rojo,36.2,SKU53LR
177,53,XS,Negro,-1.87,SKU53XSN
178,53,M,Rojo,-7.21,SKU53MR
179,54,XS,Rojo,-0.07,SKU54XSR
180,54,XL,Blanco,16.03,SKU54XLB
181,54,M,Marrón,18.58,SKU54MM
182,55,XL,Marrón,3.95,SKU55XLM
183,55,XL,Gris,47.29,SKU55XLG
184,55,S,Azul,-2.93,SKU55SA
185,55,XS,Gris,1.22,SKU55XSG
186,56,S,Verde,46.86,SKU56SV
187,56,XL,Rojo,1.94,SKU56XLR
188,56,M,Marrón,18.85,SKU56MM
189,56,L,Azul,32.0,SKU56LA
190,57,L,Azul,28.77,SKU57LA
191,57,S,Rojo,-10.86,SKU57SR
192,57,L,Beige,-19.33,SKU57LB
193,57,L,Verde,27.74,SKU57LV
194,57,S,Azul,-11.3,SKU57SA
195,58,M,Rojo,16.54,SKU58MR
196,58,XS,Marrón,33.8,SKU58XSM
197,58,XL,Blanco,-5.89,SKU58XLB
198,58,XS,Verde,30.21,SKU58XSV
199,59,L,Marrón,18.01,SKU59LM
200,59,M,Rojo,30.93,SKU59MR
201,60,S,Gris,25.08,SKU60SG
202,60,M,Marrón,2.95,SKU60MM
203,60,XS,Azul,-7.81,SKU60XSA
204,60,L,Marrón,26.3,SKU60LM
205,61,XS,Blanco,-16.73,SKU61XSB
206,61,XL,Verde,9.02,SKU61XLV
207,61,XL,Blanco,47.52,SKU61XLB
208,62,XL,Marrón,2.16,SKU62XLM
209,62,M,Marrón,8.04,SKU62MM
210,62,M,Verde,27.09,SKU62MV
211,62,M,Azul,12.55,SKU62MA
212,62,XS,Beige,-2.78,SKU62XSB
213,63,L,Gris,33.74,SKU63LG
214,63,S,Rojo,17.61,SKU63SR
215,63,XL,Rojo,-0.41,SKU63XLR
216,63,M,Rojo,-3.08,SKU63MR
217,64,L,Marrón,-10.56,SKU64LM
218,64,M,Negro,8.39,SKU64MN
219,64,L,Rojo,-7.75,SKU64LR
220,64,M,Marrón,-3.95,SKU64MM
221,64,XS,Rojo,31.34,SKU64XSR
222,65,M,Blanco,4.01,SKU65MB
223,65,S,Azul,30.7,SKU65SA
224,65,S,Blanco,40.14,SKU65SB
225,66,M,Verde,36.99,SKU66MV
226,66,XS,Azul,3.76,SKU66XSA
227,66,XS,Blanco,1.75,SKU66XSB
228,66,M,Marrón,1.83,SKU66MM
229,67,L,Gris,-11.01,SKU67LG
230,67,XS,Rojo,18.33,SKU67XSR
231,67,S,Verde,17.45,SKU67SV
232,67,M,Verde,37.18,SKU67MV
233,68,S,Negro,33.73,SKU68SN
234,68,XS,Rojo,2.18,SKU68XSR
235,68,XL,Rojo,-0.01,SKU68XLR
236,69,S,Marrón,47.45,SKU69SM
237,69,S,Beige,27.66,SKU69SB
238,69,XS,Blanco,-12.37,SKU69XSB
239,70,L,Verde,25.06,SKU70LV
240,70,L,Gris,31.11,SKU70LG
241,70,S,Negro,-3.18,SKU70SN
242,71,XL,Negro,16.1,SKU71XLN
243,71,L,Marrón,-19.39,SKU71LM
244,71,L,Beige,3.98,SKU71LB
245,71,XL,Rojo,-10.36,SKU71XLR
246,72,M,Verde,21.45,SKU72MV
247,72,XL,Blanco,3.47,SKU72XLB
248,73,M,Rojo,5.41,SKU73MR
249,73,S,Beige,29.31,SKU73SB
250,73,M,Beige,-1.13,SKU73MB
251,74,M,Verde,37.38,SKU74MV
252,74,S,Verde,17.93,SKU74SV
253,74,XS,Gris,-4.26,SKU74XSG
254,74,L,Verde,-11.52,SKU74LV
255,75,XS,Blanco,7.55,SKU75XSB
256,75,XL,Marrón,37.95,SKU75XLM
257,75,M,Negro,11.24,SKU75MN
258,75,XS,Rojo,9.36,SKU75XSR
259,75,S,Azul,18.36,SKU75SA
260,76,XS,Azul,25.92,SKU76XSA
261,76,S,Beige,-15.94,SKU76SB
262,76,L,Verde,-15.55,SKU76LV
263,76,XS,Beige,-19.07,SKU76XSB
264,76,XL,Rojo,-16.28,SKU76XLR
265,77,M,Beige,37.13,SKU77MB
266,77,XL,Azul,-16.71,SKU77XLA
267,78,L,Azul,-4.41,SKU78LA
268,78,M,Beige,-12.92,SKU78MB
269,78,L,Marrón,-1.83,SKU78LM
270,79,L,Negro,41.74,SKU79LN
271,79,XL,Gris,28.09,SKU79XLG
272,79,M,Beige,36.82,SKU79MB
273,79,XS,Negro,11.0,SKU79XSN
274,80,XS,Azul,43.08,SKU80XSA
275,80,S,Rojo,-16.32,SKU80SR
276,80,S,Gris,43.76,SKU80SG
277,81,M,Azul,-8.91,SKU81MA
278,81,S,Gris,8.16,SKU81SG
279,82,S,Rojo,25.42,SKU82SR
280,82,XL,Verde,3.31,SKU82XLV
281,82,XS,Azul,24.77,SKU82XSA
282,82,M,Gris,-8.83,SKU82MG
283,82,XS,Rojo,47.48,SKU82XSR
284,83,L,Negro,-13.66,SKU83LN
285,83,M,Marrón,14.43,SKU83MM
286,84,XS,Gris,43.5,SKU84XSG
287,84,XL,Blanco,44.12,SKU84XLB
288,84,S,Negro,-10.77,SKU84SN
289,85,S,Azul,14.39,SKU85SA
290,85,XS,Verde,2.23,SKU85XSV
291,85,XS,Marrón,-19.6,SKU85XSM
292,85,L,Gris,24.01,SKU85LG
293,85,L,Negro,-2.42,SKU85LN
294,86,L,Azul,6.48,SKU86LA
295,86,M,Rojo,41.31,SKU86MR
296,86,XS,Marrón,11.49,SKU86XSM
297,86,XS,Beige,12.01,SKU86XSB
298,87,XS,Rojo,38.5,SKU87XSR
299,87,XS,Gris,36.59,SKU87XSG
300,87,S,Verde,24.08,SKU87SV
301,88,M,Rojo,30.28,SKU88MR
302,88,M,Blanco,42.08,SKU88MB
303,88,XL,Blanco,-14.43,SKU88XLB
304,88,XS,Blanco,15.72,SKU88XSB
305,89,XL,Beige,19.36,SKU89XLB
306,89,M,Rojo,23.41,SKU89MR
307,89,XL,Negro,-2.01,SKU89XLN
308,89,M,Azul,26.42,SKU89MA
309,90,XS,Rojo,4.21,SKU90XSR
310,90,M,Marrón,39.87,SKU90MM
311,91,L,Negro,12.8,SKU91LN
312,91,XL,Beige,10.7,SKU91XLB
313,91,XS,Marrón,4.49,SKU91XSM
314,91,M,Gris,29.1,SKU91MG
315,92,XS,Blanco,-10.56,SKU92XSB
316,92,M,Beige,11.68,SKU92MB
317,92,L,Negro,16.7,SKU92LN
318,93,M,Negro,30.22,SKU93MN
319,93,XS,Azul,17.04,SKU93XSA
320,93,S,Blanco,47.19,SKU93SB
321,93,XL,Beige,1.36,SKU93XLB
322,94,S,Azul,41.07,SKU94SA
323,94,XS,Beige,10.74,SKU94XSB
324,95,XL,Rojo,14.88,SKU95XLR
325,95,XL,Azul,-18.9,SKU95XLA
326,95,L,Marrón,11.17,SKU95LM
327,95,XS,Blanco,-7.85,SKU95XSB
328,96,M,Blanco,33.85,SKU96MB
329,96,M,Marrón,38.92,SKU96MM
330,96,XS,Negro,-7.94,SKU96XSN
331,97,S,Rojo,11.83,SKU97SR
332,97,M,Negro,-1.35,SKU97MN
333,98,XL,Azul,-2.21,SKU98XLA
334,98,XL,Rojo,44.26,SKU98XLR
335,99,L,Rojo,49.11,SKU99LR
336,99,XS,Negro,-6.46,SKU99XSN
337,100,M,Marrón,1.51,SKU100MM
338,100,XS,Blanco,28.65,SKU100XSB
339,100,XL,Negro,-7.33,SKU100XLN
340,101,M,Rojo,17.59,SKU101MR
341,101,S,Rojo,-11.15,SKU101SR
342,101,S,Beige,-4.18,SKU101SB
343,101,XL,Marrón,26.64,SKU101XLM
344,102,XL,Verde,-11.27,SKU102XLV
345,102,L,Gris,39.79,SKU102LG
346,103,M,Verde,1.66,SKU103MV
347,103,L,Negro,36.74,SKU103LN
348,104,M,Rojo,14.18,SKU104MR
349,104,XS,Verde,10.35,SKU104XSV
350,104,S,Rojo,-9.76,SKU104SR
351,105,S,Gris,-9.46,SKU105SG
352,105,M,Blanco,39.6,SKU105MB
353,105,L,Rojo,41.46,SKU105LR
354,105,XL,Rojo,-18.29,SKU105XLR
355,106,XS,Blanco,-13.64,SKU106XSB
356,106,XS,Rojo,40.29,SKU106XSR
357,106,S,Blanco,-15.67,SKU106SB
358,106,XS,Marrón,2.43,SKU106XSM
359,106,M,Verde,11.7,SKU106MV
360,107,S,Rojo,-15.62,SKU107SR
361,107,XS,Beige,36.83,SKU107XSB
362,108,L,Beige,-3.79,SKU108LB
363,108,S,Azul,48.04,SKU108SA
364,108,S,Beige,40.18,SKU108SB
365,108,L,Verde,-6.5,SKU108LV
366,109,L,Blanco,20.44,SKU109LB
367,109,L,Gris,18.0,SKU109LG
368,110,M,Blanco,43.74,SKU110MB
369,110,XS,Rojo,38.07,SKU110XSR
370,111,XS,Verde,28.08,SKU111XSV
371,111,S,Rojo,44.97,SKU111SR
372,111,XS,Beige,39.9,SKU111XSB
373,112,XL,Gris,15.32,SKU112XLG
374,112,XL,Negro,41.78,SKU112XLN
375,113,XS,Gris,16.1,SKU113XSG
376,113,XS,Blanco,13.78,SKU113XSB
377,114,S,Gris,38.46,SKU114SG
378,114,S,Marrón,48.47,SKU114SM
379,115,XL,Marrón,29.65,SKU115XLM
380,115,S,Marrón,9.63,SKU115SM
381,115,M,Marrón,19.93,SKU115MM
382,115,M,Azul,27.86,SKU115MA
383,116,S,Beige,-9.34,SKU116SB
384,116,XS,Blanco,-0.4,SKU116XSB
385,116,XL,Gris,-4.5,SKU116XLG
386,116,M,Blanco,-0.32,SKU116MB
387,117,M,Verde,-12.84,SKU117MV
388,117,XS,Gris,8.33,SKU117XSG
389,117,XS,Marrón,7.74,SKU117XSM
390,117,S,Gris,49.37,SKU117SG
391,117,XL,Negro,13.88,SKU117XLN
392,118,XL,Marrón,-8.38,SKU118XLM
393,118,M,Azul,17.54,SKU118MA
394,118,XL,Rojo,46.73,SKU118XLR
395,118,M,Negro,-3.74,SKU118MN
396,119,M,Beige,27.42,SKU119MB
397,119,L,Azul,12.34,SKU119LA
398,119,XS,Verde,45.86,SKU119XSV
399,120,L,Azul,-7.17,SKU120LA
400,120,S,Negro,25.46,SKU120SN
401,121,XS,Azul,41.72,SKU121XSA
402,121,XL,Rojo,35.11,SKU121XLR
403,121,S,Negro,-9.18,SKU121SN
404,121,M,Rojo,-6.75,SKU121MR
405,122,XS,Azul,34.94,SKU122XSA
406,122,XS,Rojo,13.61,SKU122XSR
407,122,XL,Rojo,42.18,SKU122XLR
408,122,XL,Negro,-3.58,SKU122XLN
409,122,XS,Verde,20.05,SKU122XSV
410,123,L,Verde,-3.6,SKU123LV
411,123,XS,Beige,33.37,SKU123XSB
412,124,M,Marrón,5.93,SKU124MM
413,124,M,Beige,47.56,SKU124MB
414,124,M,Verde,19.6,SKU124MV
415,125,S,Verde,23.74,SKU125SV
416,125,XS,Marrón,42.68,SKU125XSM
417,125,XL,Negro,17.06,SKU125XLN
418,125,S,Negro,5.41,SKU125SN
419,125,S,Azul,-4.64,SKU125SA
420,126,XL,Gris,34.23,SKU126XLG
421,126,XS,Verde,13.82,SKU126XSV
422,126,L,Blanco,-19.2,SKU126LB
423,127,L,Blanco,-19.85,SKU127LB
424,127,XS,Marrón,39.03,SKU127XSM
425,128,L,Negro,-9.75,SKU128LN
426,128,L,Verde,33.0,SKU128LV
427,128,XL,Azul,49.25,SKU128XLA
428,129,XL,Verde,-9.77,SKU129XLV
429,129,S,Rojo,4.16,SKU129SR
430,129,L,Azul,33.22,SKU129LA
431,130,S,Marrón,8.64,SKU130SM
432,130,XS,Marrón,8.26,SKU130XSM
433,131,XL,Rojo,-0.7,SKU131XLR
434,131,M,Azul,0.24,SKU131MA
435,131,L,Beige,21.06,SKU131LB
436,132,XL,Rojo,-1.03,SKU132XLR
437,132,L,Negro,32.32,SKU132LN
438,133,S,Marrón,0.63,SKU133SM
439,133,XL,Negro,-0.45,SKU133XLN
440,133,S,Negro,8.29,SKU133SN
441,134,L,Marrón,-8.62,SKU134LM
442,134,XL,Beige,44.56,SKU134XLB
443,134,S,Negro,9.15,SKU134SN
444,134,M,Azul,15.53,SKU134MA
445,134,XS,Gris,15.65,SKU134XSG
446,135,XL,Azul,41.16,SKU135XLA
447,135,S,Azul,12.64,SKU135SA
448,136,XS,Negro,-18.05,SKU136XSN
449,136,L,Rojo,34.33,SKU136LR
450,136,XS,Rojo,31.67,SKU136XSR
451,137,XS,Rojo,33.9,SKU137XSR
452,137,M,Blanco,38.85,SKU137MB
453,137,L,Beige,16.66,SKU137LB
454,137,L,Rojo,24.97,SKU137LR
455,137,M,Negro,33.44,SKU137MN
456,138,XS,Marrón,49.09,SKU138XSM
457,138,L,Verde,-8.32,SKU138LV
458,138,XS,Gris,-11.56,SKU138XSG
459,138,XL,Azul,-4.93,SKU138XLA
460,139,XL,Rojo,21.48,SKU139XLR
461,139,L,Rojo,15.88,SKU139LR
462,140,XL,Negro,-2.21,SKU140XLN
463,140,L,Gris,5.51,SKU140LG
464,140,L,Beige,5.68,SKU140LB
465,141,L,Blanco,-9.2,SKU141LB
466,141,XS,Gris,14.79,SKU141XSG
467,142,M,Beige,47.33,SKU142MB
468,142,S,Gris,-5.29,SKU142SG
469,143,XL,Beige,24.35,SKU143XLB
470,143,M,Gris,1.13,SKU143MG
471,143,L,Azul,45.18,SKU143LA
472,143,S,Verde,45.62,SKU143SV
473,143,XS,Negro,-17.03,SKU143XSN
474,144,M,Azul,-1.69,SKU144MA
475,144,L,Marrón,42.9,SKU144LM
476,144,L,Blanco,32.61,SKU144LB
477,144,S,Verde,9.26,SKU144SV
478,145,L,Blanco,7.74,SKU145LB
479,145,M,Gris,25.88,SKU145MG
480,145,S,Negro,-18.44,SKU145SN
481,146,XS,Verde,14.92,SKU146XSV
482,146,L,Verde,1.33,SKU146LV
483,147,L,Gris,3.75,SKU147LG
484,147,XS,Gris,-15.22,SKU147XSG
485,147,S,Verde,-12.91,SKU147SV
486,147,L,Azul,-0.95,SKU147LA
487,148,S,Azul,31.53,SKU148SA
488,148,XL,Negro,-12.08,SKU148XLN
489,148,M,Marrón,16.48,SKU148MM
490,149,S,Negro,2.75,SKU149SN
491,150,S,Beige,31.83,SKU150SB
492,150,XS,Gris,-8.91,SKU150XSG
493,150,XS,Blanco,40.59,SKU150XSB
494,150,L,Beige,11.14,SKU150LB
495,151,XS,Negro,-11.61,SKU151XSN
496,151,S,Rojo,46.26,SKU151SR
497,152,XL,Azul,35.93,SKU152XLA
498,152,S,Rojo,19.08,SKU152SR
499,153,XS,Negro,9.86,SKU153XSN
500,153,XL,Blanco,-19.15,SKU153XLB
501,154,S,Marrón,32.31,SKU154SM
502,154,XL,Beige,-9.38,SKU154XLB
503,154,XS,Gris,48.19,SKU154XSG
504,154,L,Verde,-9.67,SKU154LV
505,154,L,Rojo,-0.6,SKU154LR
506,155,XL,Blanco,21.59,SKU155XLB
507,155,M,Verde,5.62,SKU155MV
508,156,M,Marrón,-1.0,SKU156MM
509,156,M,Blanco,32.16,SKU156MB
510,157,L,Azul,-6.49,SKU157LA
511,157,L,Negro,-10.45,SKU157LN
512,157,XL,Rojo,-17.66,SKU157XLR
513,157,XL,Negro,24.95,SKU157XLN
514,158,L,Rojo,14.67,SKU158LR
515,158,M,Verde,46.05,SKU158MV
516,158,L,Azul,-17.53,SKU158LA
517,158,XS,Beige,38.54,SKU158XSB
518,158,S,Gris,40.16,SKU158SG
519,159,L,Rojo,44.23,SKU159LR
520,159,S,Azul,20.63,SKU159SA
521,159,XL,Azul,30.17,SKU159XLA
522,160,S,Gris,-9.07,SKU160SG
523,160,M,Rojo,1.28,SKU160MR
524,160,XL,Gris,46.41,SKU160XLG
525,161,L,Marrón,-10.83,SKU161LM
526,161,XL,Beige,-3.63,SKU161XLB
527,161,XL,Verde,49.14,SKU161XLV
528,162,M,Verde,-0.22,SKU162MV
529,162,S,Negro,46.52,SKU162SN
530,162,XL,Beige,42.01,SKU162XLB
531,162,S,Gris,31.18,SKU162SG
532,163,XL,Gris,46.33,SKU163XLG
533,163,XS,Rojo,7.48,SKU163XSR
534,163,XS,Azul,3.97,SKU163XSA
535,163,M,Beige,40.05,SKU163MB
536,164,XL,Blanco,-9.63,SKU164XLB
537,164,S,Azul,15.65,SKU164SA
538,164,XS,Gris,-13.1,SKU164XSG
539,164,S,Verde,-10.97,SKU164SV
540,164,XS,Negro,35.94,SKU164XSN
541,165,L,Negro,16.36,SKU165LN
542,165,XS,Rojo,9.78,SKU165XSR
543,165,S,Rojo,41.36,SKU165SR
544,166,XL,Azul,-15.08,SKU166XLA
545,166,M,Azul,38.17,SKU166MA
546,166,XL,Beige,-18.54,SKU166XLB
547,167,L,Gris,20.04,SKU167LG
548,167,L,Blanco,-9.05,SKU167LB
549,167,S,Blanco,45.37,SKU167SB
550,167,L,Rojo,-6.44,SKU167LR
551,167,XS,Beige,-2.4,SKU167XSB
552,168,S,Blanco,17.29,SKU168SB
553,168,L,Verde,26.01,SKU168LV
554,169,M,Gris,45.16,SKU169MG
555,169,S,Blanco,10.03,SKU169SB
556,169,L,Negro,-16.57,SKU169LN
557,170,XL,Azul,48.28,SKU170XLA
558,170,M,Blanco,6.84,SKU170MB
559,171,S,Verde,33.11,SKU171SV
560,171,S,Blanco,-17.66,SKU171SB
561,171,L,Negro,30.35,SKU171LN
562,171,XL,Gris,37.48,SKU171XLG
563,172,XL,Beige,23.06,SKU172XLB
564,172,M,Blanco,-1.74,SKU172MB
565,172,L,Negro,18.27,SKU172LN
566,173,M,Blanco,5.79,SKU173MB
567,173,S,Blanco,17.82,SKU173SB
568,173,XL,Beige,47.63,SKU173XLB
569,173,L,Beige,5.45,SKU173LB
570,174,M,Beige,-1.51,SKU174MB
571,174,L,Rojo,0.83,SKU174LR
572,175,L,Gris,8.07,SKU175LG
573,175,XS,Blanco,12.5,SKU175XSB
574,175,XS,Gris,25.96,SKU175XSG
575,176,M,Beige,1.26,SKU176MB
576,176,M,Gris,21.09,SKU176MG
577,176,XS,Marrón,48.38,SKU176XSM
578,176,XL,Azul,23.82,SKU176XLA
579,176,L,Rojo,33.4,SKU176LR
580,177,M,Negro,25.27,SKU177MN
581,177,M,Azul,-12.27,SKU177MA
582,177,L,Gris,7.64,SKU177LG
583,177,XS,Rojo,-18.73,SKU177XSR
584,178,XL,Blanco,28.33,SKU178XLB
585,178,XS,Marrón,-18.09,SKU178XSM
586,178,XL,Negro,11.33,SKU178XLN
587,178,L,Verde,26.52,SKU178LV
588,178,S,Gris,-14.55,SKU178SG
589,179,M,Azul,38.7,SKU179MA
590,179,XL,Verde,33.1,SKU179XLV
591,179,XS,Azul,42.47,SKU179XSA
592,179,M,Marrón,20.61,SKU179MM
593,179,M,Verde,-5.74,SKU179MV
594,180,XS,Negro,15.87,SKU180XSN
595,180,XS,Beige,-10.59,SKU180XSB
596,180,M,Marrón,20.97,SKU180MM
597,181,M,Beige,-13.73,SKU181MB
598,181,L,Rojo,35.68,SKU181LR
599,181,S,Negro,21.9,SKU181SN
600,181,L,Beige,13.43,SKU181LB
601,182,M,Azul,5.81,SKU182MA
602,182,XS,Verde,19.49,SKU182XSV
603,182,XL,Blanco,-11.31,SKU182XLB
604,183,L,Negro,-0.3,SKU183LN
605,183,M,Gris,-19.91,SKU183MG
606,183,S,Verde,37.69,SKU183SV
607,183,M,Blanco,-13.09,SKU183MB
608,183,M,Rojo,6.14,SKU183MR
609,184,L,Beige,42.1,SKU184LB
610,184,XS,Azul,8.38,SKU184XSA
611,184,XL,Blanco,47.44,SKU184XLB
612,185,L,Beige,47.92,SKU185LB
613,185,M,Marrón,15.14,SKU185MM
614,185,XS,Azul,47.61,SKU185XSA
615,186,L,Azul,8.36,SKU186LA
616,186,M,Blanco,36.56,SKU186MB
617,186,XL,Azul,-4.4,SKU186XLA
618,186,L,Rojo,33.41,SKU186LR
619,187,S,Marrón,27.94,SKU187SM
